Car_Name,version,Gear Type,Running_kn,Owner,Fuel Type,Passing State,Price
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"35,275 km",1st Owner,Petrol + CNG,MH-04,"5,01,000"
2017 Maruti Wagon R 1.0,LXI CNG,Manual,"44,610 km",1st Owner,Petrol + CNG,MH-02,"4,59,000"
2020 Hyundai NEW SANTRO,1.1 SPORTS AMT,Automatic,"13,092 km",1st Owner,Petrol,MH-02,"5,74,000"
2016 Maruti Ciaz,ZXI+ AT,Automatic,"60,705 km",1st Owner,Petrol,MH-02,"6,24,000"
2016 Maruti Baleno,ZETA DIESEL 1.3,Manual,"66,765 km",2nd Owner,Diesel,MH-01,"5,96,000"
2021 Maruti Alto,LXI CNG (O),Manual,"28,124 km",1st Owner,Petrol + CNG,MH-05,"4,94,000"
2020 Hyundai NEW SANTRO,SPORTZ 1.1,Manual,"32,699 km",1st Owner,Petrol,MH-06,"5,12,000"
2018 Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVT,Automatic,"18,745 km",1st Owner,Petrol,MH-03,"6,36,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"74,342 km",1st Owner,Petrol + CNG,MH-05,"4,75,000"
2021 Maruti New  Wagon-R,1.0 Lxi (o) cng,Manual,"18,952 km",1st Owner,Petrol + CNG,MH-04,"6,81,000"
2021 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"16,328 km",1st Owner,Petrol + CNG,MH-05,"6,87,000"
2019 Maruti Celerio,VXI CNG,Manual,"38,604 km",1st Owner,Petrol + CNG,MH-05,"5,57,000"
2017 Maruti Swift,VXI OPT,Manual,"23,307 km",1st Owner,Petrol,MH-05,"5,47,000"
2021 Volkswagen Vento,Highline 1.0 TSI MT,Manual,"8,689 km",1st Owner,Petrol,MH-46,"10,75,000"
2021 Hyundai VENUE,1.0L Turbo GDI SX MT,Manual,"16,083 km",1st Owner,Petrol,MH-02,"10,50,000"
2016 Maruti Celerio,VXI CNG,Manual,"57,454 km",1st Owner,Petrol + CNG,MH-02,"4,38,000"
2019 Hyundai NEW SANTRO,1.1 SPORTZ MT CNG,,"94,051 km",1st Owner,Petrol + CNG,MH-16,"5,24,000"
2014 Maruti Wagon R 1.0,LXI CNG,Manual,"74,762 km",1st Owner,Petrol + CNG,MH-48,"3,54,000"
2014 Maruti Wagon R 1.0,LXI CNG,Manual,"85,561 km",1st Owner,Petrol + CNG,MH-46,"3,75,000"
2022 Hyundai GRAND I10 NIOS,SPORTZ CNG MT,Manual,"1,648 km",1st Owner,Petrol + CNG,MH-46,"8,51,000"
2020 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"47,309 km",1st Owner,Petrol + CNG,MH-04,"6,10,000"
2019 Hyundai Verna,1.6 SX+ VTVT AT,Automatic,"27,105 km",1st Owner,Petrol,MH-47,"10,48,000"
2019 Maruti Celerio,VXI CNG,Manual,"50,700 km",2nd Owner,Petrol + CNG,MH-12,"4,81,000"
2021 Volkswagen Vento,HIGHLINE PLUS 1.0 TSI AT,Automatic,"18,774 km",1st Owner,Petrol,MH-06,"13,35,000"
2016 Maruti Celerio,ZXI AMT,Automatic,"46,100 km",1st Owner,Petrol,MH-01,"4,37,000"
2019 Maruti Baleno,ALPHA PETROL 1.2,,"12,854 km",1st Owner,Petrol,MH-01,"7,47,000"
2017 Maruti Wagon R 1.0,LXI CNG,Manual,"36,847 km",2nd Owner,Petrol + CNG,MH-43,"4,26,000"
2018 Maruti Celerio,VXI CNG,Manual,"25,621 km",1st Owner,Petrol + CNG,MH-47,"5,31,000"
2018 Maruti Ciaz,ZETA 1.4 VVT AMT,Automatic,"26,991 km",1st Owner,Petrol,MH-47,"8,29,000"
2016 Hyundai Creta,1.6 SX PLUS VTVT,Manual,"52,905 km",1st Owner,Petrol,MH-02,"8,70,000"
2016 Maruti Celerio,VXI CNG,Manual,"75,189 km",1st Owner,Petrol + CNG,MH-05,"4,37,000"
2019 Maruti Baleno,ALPHA CVT PETROL 1.2,,"32,286 km",1st Owner,Petrol,MH-02,"7,97,000"
2013 Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,"33,223 km",1st Owner,Petrol,MH-01,"3,57,000"
2021 Maruti Dzire,ZXI Plus AMT,Automatic,"10,804 km",1st Owner,Petrol,MH-05,"8,54,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"27,720 km",1st Owner,Petrol + CNG,MH-02,"5,13,000"
2016 Maruti Wagon R 1.0,VXI,Manual,"34,441 km",1st Owner,Petrol,MH-05,"3,93,000"
2016 Hyundai Elite i20,MAGNA 1.2,Manual,"28,734 km",2nd Owner,Petrol,MH-01,"5,49,000"
2018 Maruti Celerio,VXI CNG OPT,Manual,"36,700 km",1st Owner,Petrol + CNG,MH-05,"5,34,000"
2020 Maruti New  Wagon-R,ZXI 1.2,Manual,"9,219 km",1st Owner,Petrol,MH-47,"6,50,000"
2018 Maruti Ciaz,ALPHA 1.4 VVT AMT,Automatic,"46,970 km",1st Owner,Petrol,MH-47,"8,01,000"
2021 Maruti New  Wagon-R,ZXI 1.2,Manual,"3,955 km",2nd Owner,Petrol,MH-01,"6,39,000"
2017 Maruti Celerio,VXI CNG,Manual,"49,965 km",1st Owner,Petrol + CNG,MH-46,"4,72,000"
2016 Maruti Celerio,VXI CNG,Manual,"19,127 km",1st Owner,Petrol + CNG,MH-47,"4,80,000"
2021 Hyundai NEW SANTRO,SPORTZ EXECUTIVE CNG,Manual,"21,518 km",1st Owner,Petrol + CNG,MH-04,"6,59,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"51,092 km",1st Owner,Petrol + CNG,MH-05,"4,97,000"
2018 Maruti Baleno,ZETA CVT PETROL 1.2,,"22,889 km",1st Owner,Petrol,MH-43,"6,62,000"
2016 Maruti Baleno,ZETA 1.2 K12,Manual,"53,099 km",1st Owner,Petrol,MH-47,"5,61,000"
2018 Maruti Ciaz,ALPHA 1.4 VVT,Manual,"59,588 km",1st Owner,Petrol,MH-46,"7,43,000"
2017 Maruti Wagon R 1.0,LXI CNG,Manual,"50,351 km",1st Owner,Petrol + CNG,MH-43,"4,65,000"
2021 Maruti Alto,LXI CNG,Manual,"16,506 km",1st Owner,Petrol + CNG,MH-03,"4,88,000"
2017 Maruti Wagon R 1.0,VXI+ OPT. AMT,Automatic,"70,418 km",1st Owner,Petrol,MH-05,"4,37,000"
2017 Maruti IGNIS,ZETA 1.2 K12 AMT DUAL TONE,Automatic,"25,026 km",1st Owner,Petrol,MH-02,"5,93,000"
2019 Maruti Alto 800,LXI,Manual,"12,272 km",1st Owner,Petrol,MH-04,"3,40,000"
2019 Hyundai VENUE,1.0L Turbo GDI SX(O) MT,Manual,"10,645 km",1st Owner,Petrol,MH-02,"10,90,000"
2017 Honda Jazz,1.2 V AT,Automatic,"47,262 km",1st Owner,Petrol,MH-43,"6,47,000"
2016 Maruti Ciaz,VXI,Manual,"66,798 km",1st Owner,Petrol,MH-47,"6,23,000"
2018 Maruti Celerio,VXI CNG OPT,Manual,"31,954 km",1st Owner,Petrol + CNG,MH-03,"5,44,000"
2016 Maruti Celerio,VXI CNG,Manual,"41,180 km",2nd Owner,Petrol + CNG,MH-05,"4,51,000"
2021 Maruti S PRESSO,LXI CNG,Manual,"4,228 km",1st Owner,Petrol + CNG,MH-02,"5,86,000"
2016 Maruti Wagon R 1.0,VXI AMT,Automatic,"43,617 km",2nd Owner,Petrol,MH-04,"3,71,000"
2017 Honda City,VX MT PETROL,Manual,"42,205 km",1st Owner,Petrol,MH-04,"8,96,000"
2018 Maruti Alto 800,VXI,Manual,"16,261 km",1st Owner,Petrol,MH-01,"3,59,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"37,771 km",2nd Owner,Petrol + CNG,MH-01,"4,82,000"
2017 Honda Jazz,1.2 SV MT,Manual,"44,178 km",1st Owner,Petrol,MH-05,"5,26,000"
2017 Maruti Baleno,ALPHA PETROL 1.2,Manual,"26,054 km",1st Owner,Petrol,MH-04,"6,25,000"
2019 Tata NEXON,XZA+ 1.5,Automatic,"75,084 km",1st Owner,Diesel,MH-04,"10,71,000"
2020 Maruti Baleno,ZETA CVT PETROL 1.2,,"12,537 km",1st Owner,Petrol,MH-02,"8,25,000"
2018 Maruti Celerio,VXI CNG,Manual,"28,738 km",1st Owner,Petrol + CNG,MH-47,"5,31,000"
2019 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"34,594 km",1st Owner,Petrol + CNG,MH-43,"5,95,000"
2018 Honda Amaze,1.2 V CVT I VTEC,Automatic,"19,223 km",1st Owner,Petrol,MH-01,"7,42,000"
2020 Tata ALTROZ,XZ 1.2,Manual,"32,945 km",1st Owner,Petrol,MH-05,"7,28,000"
2017 Honda Jazz,1.2 SV MT,Manual,"83,998 km",2nd Owner,Petrol,MH-02,"4,97,000"
2019 Hyundai Verna,1.6 SX VTVT (O),Manual,"36,418 km",1st Owner,Petrol,MH-05,"10,52,000"
2021 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"15,954 km",1st Owner,Petrol + CNG,MH-04,"6,87,000"
2018 Toyota YARIS,VX CVT,Automatic,"36,878 km",1st Owner,Petrol,MH-01,"10,45,000"
2020 Skoda Rapid,1.0 AMBITION TSI AT,Automatic,"27,915 km",1st Owner,Petrol,MH-04,"9,99,000"
2018 Hyundai Elite i20,SPORTZ 1.2,Manual,"39,507 km",1st Owner,Petrol,MH-05,"6,29,000"
2015 Maruti Wagon R 1.0,VXI,Manual,"39,522 km",1st Owner,Petrol,MH-01,"3,90,000"
2018 Honda City,ZX CVT,Automatic,"69,922 km",1st Owner,Petrol,MH-05,"10,48,000"
2017 Ford Ecosport,1.5 TITANIUM PLUS TI VCT AT,Automatic,"10,383 km",1st Owner,Petrol,MH-02,"9,70,000"
2018 Hyundai Eon,ERA PLUS,Manual,"11,944 km",1st Owner,Petrol,MH-01,"3,57,000"
2021 Maruti Baleno,ZETA CVT PETROL 1.2,,"14,705 km",1st Owner,Petrol,MH-01,"9,25,000"
2021 Skoda Rapid,STYLE 1.0 AT,Automatic,"7,390 km",1st Owner,Petrol,MH-04,"12,22,000"
2020 Tata ALTROZ,XZ 1.2,Manual,"27,911 km",1st Owner,Petrol,MH-04,"7,74,000"
2022 Honda City,ZX MT PETROL,Manual,"2,738 km",1st Owner,Petrol,MH-48,"14,50,000"
2017 Maruti Celerio,ZXI AMT,Automatic,"27,872 km",1st Owner,Petrol,MH-05,"4,92,000"
2018 Maruti Celerio,ZXI,Manual,"7,001 km",1st Owner,Petrol,MH-02,"5,12,000"
2022 Maruti Ciaz,ALPHA 1.5 MT VTVT SHVS,Manual,188 km,1st Owner,Petrol,MH-02,"11,67,000"
2017 Maruti Swift,VXI,Manual,"14,442 km",1st Owner,Petrol,MH-04,"5,77,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"82,017 km",1st Owner,Petrol + CNG,MH-04,"4,63,000"
2016 Maruti Celerio,VXI CNG,Manual,"94,914 km",1st Owner,Petrol + CNG,MH-04,"4,60,000"
2020 Maruti Dzire,ZXI Plus AMT,Automatic,"12,096 km",1st Owner,Petrol,MH-05,"8,14,000"
2021 Maruti Ciaz,ALPHA 1.5 AT SHVS,Automatic,"10,144 km",1st Owner,Petrol,MH-04,"11,18,000"
2018 Maruti Ciaz,ALPHA 1.4 VVT AMT,Automatic,"16,929 km",1st Owner,Petrol,MH-03,"8,76,000"
2017 Hyundai Creta,1.6 CRDI SX PLUS AUTO,Automatic,"45,832 km",1st Owner,Diesel,MH-47,"13,22,000"
2020 Maruti Dzire,VXI,Manual,"12,247 km",1st Owner,Petrol,MH-46,"7,37,000"
2020 Maruti Baleno,ZETA PETROL 1.2,,"6,704 km",1st Owner,Petrol,MH-01,"8,10,000"
2017 Maruti Baleno,ZETA 1.2 K12,Manual,"59,115 km",1st Owner,Petrol,MH-43,"5,61,000"
2018 Hyundai Verna,1.6 SX VTVT,Manual,"49,399 km",1st Owner,Petrol,MH-04,"9,06,000"
2018 Maruti Ciaz,ALPHA 1.4 VVT AMT,Automatic,"20,314 km",1st Owner,Petrol,MH-02,"9,02,000"
2018 Maruti Dzire,ZXI AMT,Automatic,"9,980 km",1st Owner,Petrol,MH-01,"7,35,000"
2021 Honda WR-V,1.5 i-DTEC VX MT,Manual,"16,054 km",1st Owner,Diesel,MH-05,"12,42,000"
2017 Honda City,VX MT PETROL,Manual,"32,931 km",1st Owner,Petrol,MH-03,"9,28,000"
2019 Maruti Celerio,VXI CNG OPT,Manual,"52,195 km",1st Owner,Petrol + CNG,MH-46,"5,78,000"
2019 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"31,204 km",1st Owner,Petrol + CNG,MH-47,"5,88,000"
2019 Toyota YARIS,VX CVT,Automatic,"11,159 km",2nd Owner,Petrol,MH-20,"10,48,000"
2018 Tata NEXON,XZA+ 1.5,Automatic,"58,204 km",1st Owner,Diesel,MH-04,"9,66,000"
2018 Maruti Wagon R 1.0,LXI CNG,Manual,"16,283 km",1st Owner,Petrol + CNG,MH-05,"5,21,000"
2021 Renault Kiger,RXZ CVT 1.0 TURBO DUAL TONE,,"14,326 km",1st Owner,Petrol,MH-01,"10,30,000"
2019 Hyundai VENUE,1.0L Turbo GDI SX(O) MT,Manual,"14,797 km",1st Owner,Petrol,MH-01,"10,73,000"
2018 Toyota YARIS,VX CVT,Automatic,"49,310 km",1st Owner,Petrol,MH-01,"10,05,000"
2020 Honda City,ZX CVT,Automatic,"9,345 km",1st Owner,Petrol,MH-02,"15,81,000"
2021 Maruti S Cross,ZETA SHVS PETROL,Manual,"29,515 km",1st Owner,Petrol,MH-46,"10,48,000"
2018 Maruti Celerio,VXI CNG,Manual,"86,683 km",1st Owner,Petrol + CNG,MH-05,"4,82,000"
2015 Maruti Ciaz,ZXI PLUS,Manual,"60,613 km",1st Owner,Petrol,MH-01,"6,09,000"
2020 Tata ALTROZ,XZ 1.2,Manual,"34,503 km",1st Owner,Petrol,MH-04,"7,40,000"
2017 Maruti IGNIS,ZETA 1.2 K12 AMT,Automatic,"15,975 km",1st Owner,Petrol,MH-02,"5,86,000"
2022 Maruti Ciaz,ALPHA 1.5 MT VTVT SHVS,Manual,188 km,1st Owner,Petrol,MH-02,"11,64,000"
2017 Maruti IGNIS,DELTA 1.2 K12,Manual,"31,129 km",1st Owner,Petrol,MH-05,"4,97,000"
2016 Hyundai Grand i10,1.2 ASTA (O) AT,Automatic,"53,100 km",1st Owner,Petrol,MH-43,"5,46,000"
2015 Honda Jazz,1.2 V AT,Automatic,"70,039 km",1st Owner,Petrol,MH-04,"5,22,000"
2018 Honda Jazz,1.2 V MT,Manual,"43,405 km",2nd Owner,Petrol,MH-01,"6,14,000"
2018 Toyota YARIS,VX CVT,Automatic,"79,351 km",1st Owner,Petrol,MH-04,"9,62,000"
2020 Tata ALTROZ,XZ 1.2,Manual,"10,453 km",1st Owner,Petrol,MH-03,"8,46,000"
2020 KIA SELTOS,1.4 GTX+ TURBO GDI PETROL AT,Automatic,"22,197 km",1st Owner,Petrol,MH-47,"18,73,000"
2019 Hyundai GRAND I10 NIOS,SPORTZ PETROL,Manual,"33,637 km",1st Owner,Petrol,MH-43,"6,71,000"
2020 Tata ALTROZ,XZ 1.2,Manual,"20,396 km",1st Owner,Petrol,MH-04,"8,07,000"
2019 Hyundai Creta,1.6 VTVT SX AUTO,Automatic,"19,947 km",1st Owner,Petrol,MH-12,"14,26,000"
2021 Maruti Ciaz,ALPHA 1.5 MT VTVT SHVS,Manual,"9,424 km",1st Owner,Petrol,MH-48,"11,16,000"
2021 Toyota Glanza,G MT PETROL,Manual,"14,927 km",1st Owner,Petrol,MH-05,"8,54,000"
2021 Toyota YARIS,J CVT,Automatic,"16,781 km",1st Owner,Petrol,MH-01,"12,12,000"
2013 BMW 5 Series,520D 2.0,Automatic,"95,257 km",2nd Owner,Diesel,MH-20,"12,11,000"
2017 Ford Endeavour,3.2l 4X4 AT Titanium,Automatic,"39,389 km",1st Owner,Diesel,MH-04,"27,31,000"
2019 Renault Kwid,RXT 1.0 EASY-R  AT,Automatic,"33,454 km",2nd Owner,Petrol,MH-05,"3,25,000"
2016 Maruti Ertiga,ZXI PLUS,Manual,"30,022 km",2nd Owner,Petrol,MH-02,"6,86,000"
2015 Maruti Ertiga,ZXI,Manual,"17,205 km",1st Owner,Petrol,MH-43,"7,10,000"
2017 Maruti Ertiga,VXI CNG,Manual,"78,426 km",1st Owner,Petrol + CNG,MH-47,"7,91,000"
2016 Hyundai Creta,1.6 SX (O) CRDI,Manual,"81,892 km",3rd Owner,Diesel,MH-04,"8,10,000"
2019 Maruti Vitara Brezza,VDI AMT,Automatic,"30,047 km",2nd Owner,Diesel,MH-43,"7,93,000"
2015 Hyundai i10,MAGNA 1.1 IRDE2,Manual,"42,697 km",2nd Owner,Petrol,MH-46,"3,05,000"
2013 Maruti Swift Dzire,VDI,Manual,"55,386 km",1st Owner,Diesel,MH-04,"5,20,000"
2013 Volkswagen Polo,HIGHLINE1.2L PETROL,Manual,"39,227 km",2nd Owner,Petrol,MH-01,"3,74,000"
2013 Maruti Wagon R 1.0,LXI CNG,Manual,"72,243 km",3rd Owner,Petrol + CNG,MH-43,"2,86,000"
2013 Maruti Ertiga,ZXI,Manual,"43,637 km",2nd Owner,Petrol,MH-03,"5,73,000"
2014 Maruti Ertiga,VXI CNG,Manual,"80,737 km",1st Owner,Petrol + CNG,MH-02,"6,48,000"
2014 Hyundai Verna,FLUIDIC 1.6 SX VTVT,Manual,"18,106 km",1st Owner,Petrol,MH-02,"5,07,000"
2017 Tata Tiago,XZA 1.2 REVOTRON,Automatic,"29,196 km",1st Owner,Petrol,MH-47,"4,81,000"
2018 Hyundai Verna,1.6 SX VTVT AT (O),Automatic,"37,483 km",1st Owner,Petrol,MH-05,"9,20,000"
2014 Maruti Wagon R 1.0,LXI CNG,Manual,"90,776 km",2nd Owner,Petrol + CNG,MH-03,"3,01,000"
2016 Maruti Ciaz,ZDI SHVS,Manual,"82,784 km",2nd Owner,Diesel,MH-04,"5,99,000"
2015 Maruti S Cross,ZETA 1.3,Manual,"58,070 km",1st Owner,Diesel,MH-43,"6,46,000"
2012 Maruti Swift Dzire,ZXI 1.2 BS IV,Manual,"44,599 km",1st Owner,Petrol,MH-02,"3,96,000"
2014 Maruti Ertiga,VXI CNG,Manual,"86,803 km",1st Owner,Petrol + CNG,MH-05,"6,64,000"
2019 Tata Harrier,XZ 2.0L Kryotec,Manual,"49,812 km",1st Owner,Diesel,MH-01,"13,70,000"
2017 Tata Tiago,XT 1.05 REVOTORQ,Manual,"91,946 km",2nd Owner,Diesel,MH-46,"4,04,000"
2014 Maruti Wagon R 1.0,LXI CNG,Manual,"54,331 km",1st Owner,Petrol + CNG,MH-04,"3,36,500"
2019 Ford Ecosport,1.5 AMBIENTE TDCI,Manual,"87,495 km",1st Owner,Diesel,MH-15,"6,73,000"
2012 Maruti Swift,VXI,Manual,"38,673 km",1st Owner,Petrol,MH-03,"3,41,000"
2018 Tata Tiago,XE 1.2 REVOTRON,Manual,"17,902 km",1st Owner,Petrol,MH-03,"4,34,000"
2015 Maruti Wagon R 1.0,LXI,Manual,"24,359 km",1st Owner,Petrol,MH-03,"3,46,000"
2017 Hyundai Creta,1.6 E + VTVT,Manual,"46,686 km",1st Owner,Petrol,MH-02,"7,55,000"
2015 Maruti Celerio,VXI CNG,Manual,"38,243 km",1st Owner,Petrol + CNG,MH-46,"4,10,000"
2019 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"20,880 km",1st Owner,Diesel,MH-03,"9,03,000"
2017 Maruti Swift,VXI,Manual,"48,040 km",1st Owner,Petrol,MH-43,"4,80,000"
2020 Maruti Celerio,VXI CNG,Manual,"67,216 km",1st Owner,Petrol + CNG,MH-43,"4,72,000"
2016 Mahindra XUV500,W10 AT FWD,Automatic,"94,586 km",2nd Owner,Diesel,MH-04,"10,00,000"
2013 Maruti Ertiga,VXI,Manual,"57,685 km",2nd Owner,Petrol,MH-02,"5,36,000"
2017 Hyundai Creta,SX PLUS 1.6 DUAL TONE VTVT,Manual,"89,306 km",1st Owner,Petrol,MH-48,"8,18,000"
2015 Maruti Wagon R 1.0,LXI CNG,Manual,"65,847 km",2nd Owner,Petrol + CNG,MH-04,"3,40,000"
2018 Maruti IGNIS,SIGMA 1.2 K12,Manual,"41,299 km",1st Owner,Petrol,MH-04,"4,17,000"
2012 Maruti Swift,VXI,Manual,"74,741 km",1st Owner,Petrol,MH-04,"3,57,000"
2011 Maruti Zen Estilo,VXI,Manual,"68,950 km",2nd Owner,Petrol,MH-43,"1,72,000"
2017 Maruti Celerio,VXI CNG,Manual,"27,954 km",1st Owner,Petrol + CNG,MH-46,"4,80,000"
2016 Hyundai Creta,1.6 SX PLUS AUTO PETROL,Automatic,"47,981 km",2nd Owner,Petrol,MH-43,"9,41,000"
2022 Toyota URBAN CRUISER,MID MT,,"1,961 km",1st Owner,Petrol,MH-43,"10,21,000"
2018 Hyundai NEW SANTRO,1.1 SPORTS AMT,Automatic,"41,316 km",2nd Owner,Petrol,MH-01,"4,62,000"
2012 Hyundai i10,SPORTZ 1.2 KAPPA2,Manual,"93,088 km",2nd Owner,Petrol + CNG,MH-02,"2,05,000"
2013 Maruti Swift Dzire,VXI,Manual,"87,411 km",1st Owner,Petrol,MH-01,"4,18,000"
