Car_Name,version,Gear Type,Running_kn,Owner,Fuel Type,Passing State,Price
2020 KIA SONET,GTX PLUS DCT 1.0,Automatic,"32,448 km",1st Owner,Petrol,MH-05,"13,52,000"
2019 Maruti Alto 800,LXI,Manual,"21,857 km",2nd Owner,Petrol,MH-14,"3,51,000"
2020 KIA SELTOS,1.4 GTX+ TURBO GDI PETROL AT,Automatic,"11,433 km",1st Owner,Petrol,MH-12,"18,30,000"
2013 Maruti Wagon R 1.0,LXI CNG,Manual,"86,628 km",1st Owner,Petrol + CNG,MH-14,"3,89,000"
2021 KIA SELTOS,HTX AT PETROL,Automatic,"13,974 km",1st Owner,Petrol,MH-01,"16,45,000"
2021 Honda Jazz,ZX CVT,Automatic,"9,838 km",1st Owner,Petrol,MH-14,"10,29,000"
2021 Honda Jazz,1.2 ZX MT,Manual,"7,096 km",1st Owner,Petrol,MH-14,"10,13,000"
2012 Honda Brio,1.2 S (O) MT IVTEC,Manual,"59,849 km",2nd Owner,Petrol,MH-46,"2,97,000"
2014 Hyundai Grand i10,ASTA 1.2 AT VTVT,Automatic,"60,480 km",1st Owner,Petrol,MH-12,"4,86,000"
2015 Tata Zest,XT QUADRAJET 90PS,Manual,"71,896 km",2nd Owner,Diesel,MH-14,"4,45,000"
2018 Maruti IGNIS,SIGMA 1.2 K12,Manual,"26,968 km",1st Owner,Petrol,MH-12,"4,85,000"
2022 Volkswagen TAIGUN,HIGHLINE 1.0 TSI MT,,"5,788 km",1st Owner,Petrol,MH-12,"12,94,000"
2016 Maruti Ciaz,VDI+ SHVS,Manual,"73,146 km",1st Owner,Diesel,MH-05,"5,89,000"
2012 Maruti Alto K10,VXI,Manual,"34,557 km",3rd Owner,Petrol,MH-12,"2,13,000"
2013 Toyota Etios Liva,GD,Manual,"92,359 km",1st Owner,Diesel,MH-12,"4,28,000"
2014 Ford Ecosport,1.5AMBIENTE TI VCT,Manual,"85,905 km",1st Owner,Petrol,MH-12,"4,59,000"
2014 Maruti Swift Dzire,VXI,Manual,"87,290 km",1st Owner,Petrol,MH-12,"4,82,000"
2014 Maruti Swift,ZDI,Manual,"69,974 km",2nd Owner,Diesel,MH-12,"5,40,000"
2016 Renault Kwid,RXT,Manual,"65,400 km",1st Owner,Petrol,MH-14,"3,31,000"
2016 Maruti Vitara Brezza,ZDI,Manual,"48,414 km",1st Owner,Diesel,MH-43,"7,94,000"
2017 Maruti S Cross,ZETA SHVS,Manual,"60,067 km",1st Owner,Diesel,MH-14,"8,16,000"
2017 Maruti Swift,ZXI,Manual,"33,891 km",1st Owner,Petrol,MH-12,"5,57,000"
2016 Hyundai Eon,ERA PLUS,Manual,"47,911 km",1st Owner,Petrol,MH-14,"2,69,000"
2013 Maruti Swift,ZXI,Manual,"94,284 km",1st Owner,Petrol,MH-02,"3,92,000"
2012 Honda City,S MT PETROL,Manual,"91,630 km",3rd Owner,Petrol,MH-14,"3,84,000"
2019 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"88,716 km",1st Owner,Petrol + CNG,MH-14,"5,10,000"
2016 Mahindra XUV500,W6 4X2,Manual,"77,571 km",2nd Owner,Diesel,MH-14,"8,42,000"
2015 Honda City,SV CVT PETROL,Automatic,"46,875 km",1st Owner,Petrol,MH-12,"6,76,000"
2016 Maruti Swift,VXI,Manual,"49,812 km",1st Owner,Petrol,MH-14,"4,95,000"
2019 Hyundai VENUE,1.0L Turbo GDI SX MT,Manual,"53,557 km",1st Owner,Petrol,MH-46,"8,58,000"
2021 Maruti Eeco,5 STR CNG WITH AC PLUSHTR,Manual,"27,684 km",1st Owner,Petrol + CNG,MH-14,"6,09,000"
2016 Hyundai Xcent,S 1.2,Manual,"51,790 km",1st Owner,Petrol,MH-04,"4,80,000"
2017 Tata Tiago,XZ 1.2 REVOTRON,Manual,"33,173 km",1st Owner,Petrol,MH-14,"5,06,000"
2016 Mahindra XUV500,W6 4X2,Manual,"79,008 km",1st Owner,Diesel,MH-14,"9,68,000"
2017 Maruti Dzire,ZDI Plus,Manual,"51,933 km",1st Owner,Diesel,MH-12,"8,45,000"
2017 Maruti Alto 800,LXI,Manual,"18,807 km",1st Owner,Petrol,MH-02,"2,85,000"
2015 Honda City,V MT DIESEL,Manual,"80,874 km",2nd Owner,Diesel,MH-42,"6,32,000"
2016 Volkswagen Polo,HIGHLINE1.2L PETROL,Manual,"52,942 km",1st Owner,Petrol,MH-46,"5,27,000"
2019 Ford Figo Aspire,1.2 Trend+ Petrol,Manual,"8,516 km",1st Owner,Petrol + CNG,MH-04,"5,87,000"
2018 Maruti Dzire,VXI AMT,Automatic,"79,437 km",1st Owner,Petrol,MH-47,"5,95,000"
2016 Maruti Alto 800,LXI CNG,Manual,"35,985 km",1st Owner,Petrol + CNG,MH-12,"3,31,000"
2018 Maruti Vitara Brezza,ZDI PLUS DUAL TONE,Manual,"88,333 km",2nd Owner,Diesel,MH-14,"8,41,000"
2019 Renault Kwid,RXL,Manual,"31,295 km",1st Owner,Petrol,MH-12,"3,86,000"
2020 Maruti Eeco,5 STR CNG WITH AC PLUSHTR,Manual,"50,070 km",1st Owner,Petrol + CNG,MH-12,"5,80,000"
2018 Datsun Redi Go,T (O),Manual,"40,299 km",2nd Owner,Petrol,MH-12,"2,98,000"
2020 Maruti New  Wagon-R,ZXI 1.2,Manual,"76,564 km",1st Owner,Petrol,MH-12,"5,27,000"
2012 Maruti Alto K10,VXI,Manual,"15,685 km",1st Owner,Petrol,MH-31,"2,48,000"
2015 Maruti Celerio,VXI CNG,Manual,"45,808 km",1st Owner,Petrol + CNG,MH-12,"4,55,000"
2015 Maruti Wagon R 1.0,LXI CNG,Manual,"87,509 km",1st Owner,Petrol + CNG,MH-12,"3,90,000"
2014 Maruti Alto 800,LXI,Manual,"65,255 km",2nd Owner,Petrol,MH-14,"2,46,000"
2018 Maruti Swift,VDI AMT,Automatic,"67,819 km",1st Owner,Diesel,MH-04,"7,17,000"
2017 Maruti Baleno,DELTA 1.2 K12,Manual,"40,961 km",1st Owner,Petrol,MH-03,"5,42,000"
2020 Maruti XL6,ALPHA SHVS  MT,Manual,"23,344 km",1st Owner,Petrol,MH-12,"10,53,000"
2012 Maruti Alto K10,VXI,Manual,"50,448 km",2nd Owner,Petrol,MH-12,"2,23,000"
2015 Hyundai i10,MAGNA 1.1 IRDE2,Manual,"39,542 km",1st Owner,Petrol,MH-02,"3,40,000"
2019 Maruti Swift,VXI AMT,Automatic,"8,867 km",1st Owner,Petrol,MH-14,"7,11,000"
2019 Maruti Swift,VXI,Manual,"1,967 km",1st Owner,Petrol,MH-02,"6,97,000"
2015 Maruti Alto K10,VXI,Manual,"33,786 km",2nd Owner,Petrol + CNG,MH-12,"3,34,000"
2019 Maruti New  Wagon-R,LXI CNG 1.0 L,Manual,"85,032 km",1st Owner,Petrol + CNG,MH-12,"5,37,000"
2021 Renault TRIBER,RXZ AT,Automatic,"10,744 km",1st Owner,Petrol,MH-14,"7,98,000"
2020 Volkswagen Polo,HIGH LINE PLUS 1.0,Manual,"18,026 km",1st Owner,Petrol,MH-14,"7,05,000"
2013 Maruti Wagon R 1.0,LXI CNG,Manual,"81,238 km",1st Owner,Petrol + CNG,MH-02,"3,35,000"
2019 Maruti New  Wagon-R,1.0 Lxi (o) cng,Manual,"65,385 km",1st Owner,Petrol + CNG,MH-14,"5,67,000"
2017 Maruti Celerio,VXI CNG,Manual,"76,388 km",1st Owner,Petrol + CNG,MH-14,"4,79,000"
2022 Tata TIAGO NRG,PETROL AT,,"9,578 km",1st Owner,Petrol,MH-04,"8,43,000"
2021 Nissan MAGNITE,XE 1.0 MT,,"18,503 km",1st Owner,Petrol,MH-14,"6,70,000"
2021 Maruti Ciaz,ALPHA 1.5 AT SHVS,Manual,"22,950 km",1st Owner,Petrol,MH-12,"11,25,000"
2011 Maruti Zen Estilo,LXI,Manual,"62,288 km",1st Owner,Petrol,MH-12,"2,01,000"
2021 Maruti Swift Dzire,TOUR S CNG,Manual,"49,143 km",1st Owner,Petrol + CNG,MH-12,"7,14,000"
2021 Maruti IGNIS,ZETA 1.2 K12,Manual,"10,854 km",2nd Owner,Petrol,MH-12,"6,42,000"
2016 Maruti Wagon R 1.0,LXI CNG,Manual,"71,231 km",1st Owner,Petrol + CNG,MH-12,"4,08,000"
